Product_name,Type,Product_url,Product_reviews,Product_ratings,Product_price
Core i5-12600KF Desktop Processor 10 (6P+4E) Cores up to 4.9 GHz Unlocked LGA1700 600 Series Chipset 125W,cpu,https://www.amazon.com/Intel-i5-12600KF-Desktop-Processor-Unlocked/dp/B09FXFJW2F/ref=sr_1_11?crid=3TXP1EHXO96V1&keywords=cpu&qid=1706748287&sprefix=graphics+car%2Caps%2C288&sr=8-11&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,858,4.9 out of 5 stars,$170.59
OPTANE SSD P1600X Series 118GB M.2 PCIE 80MM 3.0 3DX SINGLEPACK,cpu,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjE3MDY4NjcxMzk3MDMxOjE3MDY3NDgyODc6c3BfbXRmOjIwMDE3MTU1MjMyNjI5ODo6MDo6&url=%2FIntel-OPTANE-P1600X-118GB-SINGLEPACK%2Fdp%2FB09MSB59SK%2Fref%3Dsr_1_12_sspa%3Fcrid%3D3TXP1EHXO96V1%26keywords%3Dcpu%26qid%3D1706748287%26sprefix%3Dgraphics%2Bcar%252Caps%252C288%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,43,4.7 out of 5 stars,$66.99
Core™ i9-11900KF Desktop Processor 8 Cores up to 5.3 GHz Unlocked LGA1200 (Intel® 500 Series & Select 400 Series Chipset) 125W,cpu,https://www.amazon.com/Intel-i9-11900KF-Desktop-Processor-Unlocked/dp/B08X6KQSZ1/ref=sr_1_13?crid=3TXP1EHXO96V1&keywords=cpu&qid=1706748287&sprefix=graphics+car%2Caps%2C288&sr=8-13&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,232,4.4 out of 5 stars,$269.00
"Ryzen™ 3 4100 4-Core, 8-Thread Unlocked Desktop Processor with Wraith Stealth Cooler",cpu,https://www.amazon.com/AMD-4100-8-Thread-Unlocked-Processor/dp/B09VCRQVWM/ref=sr_1_14?crid=3TXP1EHXO96V1&keywords=cpu&qid=1706748287&sprefix=graphics+car%2Caps%2C288&sr=8-14&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,300,4.4 out of 5 stars,$77.00
Core i5-12600K Desktop Processor with Integrated Graphics and 10 (6P+4E) Cores up to 4.9 GHz Unlocked LGA1700 600 Series Chipset 125W,cpu,https://www.amazon.com/Intel-i5-12600K-Desktop-Processor-Unlocked/dp/B09FX4D72T/ref=sr_1_15?crid=3TXP1EHXO96V1&keywords=cpu&qid=1706748287&sprefix=graphics+car%2Caps%2C288&sr=8-15&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,1829,4.8 out of 5 stars,$210.27
Core i7-12700K Gaming Desktop Processor with Integrated Graphics and 12 (8P+4E) Cores up to 5.0 GHz Unlocked LGA1700 600 Series Chipset 125W,cpu,https://www.amazon.com/Intel-i7-12700K-Desktop-Processor-Unlocked/dp/B09FXNVDBJ/ref=sr_1_16?crid=3TXP1EHXO96V1&keywords=cpu&qid=1706748287&sprefix=graphics+car%2Caps%2C288&sr=8-16&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,2450,4.9 out of 5 stars,$266.77
"Intel 2023 NUC 13 Pro NUC13ANHI3 Arena Canyon Mini PC, Core i3-1315U,6 core,8 Thread, DDR4 3200-16GB & PCIe4.0 512GB & Windows 11 Pro, with Intel Original Power AC Cord C5 2ft (0.6m)",cpu,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjE3MDY4NjcxMzk3MDMxOjE3MDY3NDgyODc6c3BfbXRmOjMwMDA4MTY3MzkwNDgwMjo6MDo6&url=%2FNUC13ANHI3-i3-1315U-3200-16GB-PCIe4-0-Original%2Fdp%2FB0CFZXR9RV%2Fref%3Dsr_1_17_sspa%3Fcrid%3D3TXP1EHXO96V1%26keywords%3Dcpu%26qid%3D1706748287%26sprefix%3Dgraphics%2Bcar%252Caps%252C288%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,6,3.8 out of 5 stars,$630.00
Core i5-13600K Desktop Processor 14 (6 P-cores + 8 E-cores) with Integrated Graphics - Unlocked,cpu,https://www.amazon.com/Intel-i5-13600K-Desktop-Processor-P-cores/dp/B0BCDR9M33/ref=sr_1_18?crid=3TXP1EHXO96V1&keywords=cpu&qid=1706748287&sprefix=graphics+car%2Caps%2C288&sr=8-18&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,771,4.8 out of 5 stars,$293.99
Core i5-12600K Desktop Processor with Integrated Graphics and 10 (6P+4E) Cores up to 4.9 GHz Unlocked LGA1700 600 Series Chipset 125W,cpu,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjE3MDY4NjcxMzk3MDMxOjE3MDY3NDgyODc6c3BfYnRmOjIwMDA0NTcxNTcyOTI5ODo6MDo6&url=%2FIntel-i5-12600K-Desktop-Processor-Unlocked%2Fdp%2FB09FX4D72T%2Fref%3Dsr_1_19_sspa%3Fcrid%3D3TXP1EHXO96V1%26keywords%3Dcpu%26qid%3D1706748287%26sprefix%3Dgraphics%2Bcar%252Caps%252C288%26sr%3D8-19-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,1829,4.8 out of 5 stars,$210.27
"AK1PLUS Mini PC with Intel Alder Lake N97(up to 3.60 GHz), 16GB RAM 512GB ROM Small Desktop Computer, 4K UHD Mini Computers Support WiFi 6 BT5.2 Dual HDMI LAN on Business Home Office Family-NAS",cpu,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4NjE3MDY4NjcxMzk3MDMxOjE3MDY3NDgyODc6c3BfYnRmOjMwMDA3ODc0NzY3NDgwMjo6MDo6&url=%2FKAMRUI-AK1PLUS-Computer-Computers-Family-NAS%2Fdp%2FB0CKWTPX4T%2Fref%3Dsr_1_21_sspa%3Fcrid%3D3TXP1EHXO96V1%26keywords%3Dcpu%26qid%3D1706748287%26sprefix%3Dgraphics%2Bcar%252Caps%252C288%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,131,4.4 out of 5 stars,$189.94
"Mini Gaming PC, Intel I7-9750H 6 Cores 12 Threads Processors, Nvidia GTX 1050 3G Mini PC, 32GB RAM 1TB SSD RGB Light Mini Desktop Computer, Support RJ45/2.4G/5.0G WiFi 5/HDMI Windows 11 Pro",cpu,https://www.amazon.comhttps://aax-us-iad.amazon.com/x/c/RJFl2XkETpxWMNS7UZLM7VcAAAGNYiAb8QEAAAH2AQBvbm9fdHhuX2JpZDcgICBvbm9fdHhuX2ltcDEgICA1roQ5/https://www.amazon.com/FUNYET-I7-9750H-Threads-Processors-Computer/dp/B0CPPL2994/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.e3e25c3f-be9c-4043-8c05-6ebb65e75e4b%3Aamzn1.sym.e3e25c3f-be9c-4043-8c05-6ebb65e75e4b&crid=3TXP1EHXO96V1&cv_ct_cx=cpu&keywords=cpu&pd_rd_i=B0CPPL2994&pd_rd_r=f1bb2d5b-93c2-4060-81ff-75218b9c0f7b&pd_rd_w=UWckG&pd_rd_wg=Bo3hA&pf_rd_p=e3e25c3f-be9c-4043-8c05-6ebb65e75e4b&pf_rd_r=J7FM269K68MBVD9YKQEC&qid=1706748287&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=graphics+car%2Caps%2C288&sr=1-1-a61ee601-6e56-4862-a8a2-1d3da5a5406f&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,4,4.2 out of 5 stars,$659.99
"Mini Gaming PC, Intel I7-9750H 6 Cores 12 Threads Processors, Nvidia GTX 1050 3G Mini PC, 32GB RAM 1TB SSD RGB Light Mini Desktop Computer, Support RJ45/2.4G/5.0G WiFi 5/HDMI Windows 11 Pro",cpu,https://www.amazon.comhttps://aax-us-iad.amazon.com/x/c/RJFl2XkETpxWMNS7UZLM7VcAAAGNYiAb8QEAAAH2AQBvbm9fdHhuX2JpZDcgICBvbm9fdHhuX2ltcDEgICA1roQ5/https://www.amazon.com/FUNYET-I7-9750H-Threads-Processors-Computer/dp/B0CPPL2994/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.e3e25c3f-be9c-4043-8c05-6ebb65e75e4b%3Aamzn1.sym.e3e25c3f-be9c-4043-8c05-6ebb65e75e4b&crid=3TXP1EHXO96V1&cv_ct_cx=cpu&keywords=cpu&pd_rd_i=B0CPPL2994&pd_rd_r=f1bb2d5b-93c2-4060-81ff-75218b9c0f7b&pd_rd_w=UWckG&pd_rd_wg=Bo3hA&pf_rd_p=e3e25c3f-be9c-4043-8c05-6ebb65e75e4b&pf_rd_r=J7FM269K68MBVD9YKQEC&qid=1706748287&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=graphics+car%2Caps%2C288&sr=1-1-a61ee601-6e56-4862-a8a2-1d3da5a5406f&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,4,4.2 out of 5 stars,$659.99
"SE-214-XT ARGB CPU Cooler 4 Heatpipes CPU Air Cooler ARGB Light Sync with Motherboard(5V 3-PIN Connector) CPU Fan for Intel/AMD, LGA 1700 Compatible for Desktop",cpu+cooler,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4OTYzNjg0ODEzNjcwMzE6MTcwNjc0ODMzOTpzcF9hdGY6MjAwMDMzNDg1NTY2Mzk4OjowOjo&url=%2FID-COOLING-SE-214-XT-Addressable-Motherboard-Compatible%2Fdp%2FB09FDWPCWZ%2Fref%3Dsr_1_1_sspa%3Fcrid%3D3TXP1EHXO96V1%26keywords%3Dcpu%2Bcooler%26qid%3D1706748339%26sprefix%3Dgraphics%2Bcar%252Caps%252C288%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,1431,4.6 out of 5 stars,$17.99
"SE-214-XT ARGB CPU Cooler 4 Heatpipes CPU Air Cooler ARGB Light Sync with Motherboard(5V 3-PIN Connector) CPU Fan for Intel/AMD, LGA 1700 Compatible for Desktop",cpu+cooler,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4OTYzNjg0ODEzNjcwMzE6MTcwNjc0ODMzOTpzcF9hdGY6MjAwMDMzNDg1NTY2Mzk4OjowOjo&url=%2FID-COOLING-SE-214-XT-Addressable-Motherboard-Compatible%2Fdp%2FB09FDWPCWZ%2Fref%3Dsr_1_1_sspa%3Fcrid%3D3TXP1EHXO96V1%26keywords%3Dcpu%2Bcooler%26qid%3D1706748339%26sprefix%3Dgraphics%2Bcar%252Caps%252C288%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,1431,4.6 out of 5 stars,$17.99
"AK400 CPU Air Cooler 220w TDP 6mm x 4 Nickel Plated Copper Heat Pipes CPU Cooler with PWM 120mm FDB Fan 1850RPM for Intel LGA 1700/1200/1151/1150/1155 AMD AM5/AM4, Black",cpu+cooler,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4OTYzNjg0ODEzNjcwMzE6MTcwNjc0ODMzOTpzcF9hdGY6MzAwMTIzNDEzODA5NTAyOjowOjo&url=%2FDeepCool-Performance-Cooler-Dynamic-Bearing%2Fdp%2FB09PCWK7SP%2Fref%3Dsr_1_2_sspa%3Fcrid%3D3TXP1EHXO96V1%26keywords%3Dcpu%2Bcooler%26qid%3D1706748339%26sprefix%3Dgraphics%2Bcar%252Caps%252C288%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,3838,4.7 out of 5 stars,$34.99
"Peerless Assassin 120 SE CPU Cooler, 6 Heat Pipes AGHP Technology, Dual 120mm PWM Fans, 1550RPM Speed, for AMD:AM4 AM5/Intel LGA 1700/1150/1151/1200,PC Cooler",cpu+cooler,https://www.amazon.com/Thermalright-Peerless-SE-Aluminium-Technology/dp/B09LGY38L4/ref=sr_1_3?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-3&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,1099,4.6 out of 5 stars,$33.90
"Hyper 212 Spectrum V3 CPU Air Cooler, ARGB Sync, 120mm PWM Fan, 4 Copper Direct Contact Heat Pipes, 152mm Tall, AMD Ryzen AM5/AM4, Intel LGA1700/1200 (RR-S4NA-17PA-R1)",cpu+cooler,https://www.amazon.com/Cooler-Master-Spectrum-Brackets-RR-S4NA-17PA-R1/dp/B0BRBW94VL/ref=sr_1_4?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-4&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,7345,4.7 out of 5 stars,$19.72
Pure Rock 2 150W TDP CPU Cooler | Intel-1700 1200 2066 1150 1151 1155 2011-3 Square ILM | AMD-AM4 for Desktop | Black | BK007,cpu+cooler,https://www.amazon.com/quiet-BK007-Elegant-Surface-Technology/dp/B087VL2Z21/ref=sr_1_5?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-5&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,7149,4.6 out of 5 stars,$39.90
"CPU Liquid Cooler CPU Water Cooler 240mm Aio CPU Cooler Liquid CPU Cooling, Compatible with AMD Intel LGA RGB - Black",cpu+cooler,https://www.amazon.comhttps://aax-us-iad.amazon.com/x/c/RMawVqJdfdQu-YGgbcfD7gIAAAGNYiDl1QEAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICDS93Lm/https://www.amazon.com/Liquid-Cooler-240mm-Cooling-Compatible/dp/B0CJ5969MF/ref=sxin_13_sbv_search_btf?content-id=amzn1.sym.dd9d838b-6783-4821-8310-06c0d426ac6f%3Aamzn1.sym.dd9d838b-6783-4821-8310-06c0d426ac6f&crid=3TXP1EHXO96V1&cv_ct_cx=cpu+cooler&keywords=cpu+cooler&pd_rd_i=B0CJ5969MF&pd_rd_r=fda80989-8bc7-4b79-98a9-7f5ad6759c06&pd_rd_w=hxF07&pd_rd_wg=XYn5L&pf_rd_p=dd9d838b-6783-4821-8310-06c0d426ac6f&pf_rd_r=WCJP63ZHXSMSGQ4B5J4Q&qid=1706748339&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=graphics+car%2Caps%2C288&sr=1-1-5190daf0-67e3-427c-bea6-c72c1df98776&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,55,4.6 out of 5 stars,$69.99
"CPU Liquid Cooler CPU Water Cooler 240mm Aio CPU Cooler Liquid CPU Cooling, Compatible with AMD Intel LGA RGB - Black",cpu+cooler,https://www.amazon.comhttps://aax-us-iad.amazon.com/x/c/RMawVqJdfdQu-YGgbcfD7gIAAAGNYiDl1QEAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICDS93Lm/https://www.amazon.com/Liquid-Cooler-240mm-Cooling-Compatible/dp/B0CJ5969MF/ref=sxin_13_sbv_search_btf?content-id=amzn1.sym.dd9d838b-6783-4821-8310-06c0d426ac6f%3Aamzn1.sym.dd9d838b-6783-4821-8310-06c0d426ac6f&crid=3TXP1EHXO96V1&cv_ct_cx=cpu+cooler&keywords=cpu+cooler&pd_rd_i=B0CJ5969MF&pd_rd_r=fda80989-8bc7-4b79-98a9-7f5ad6759c06&pd_rd_w=hxF07&pd_rd_wg=XYn5L&pf_rd_p=dd9d838b-6783-4821-8310-06c0d426ac6f&pf_rd_r=WCJP63ZHXSMSGQ4B5J4Q&qid=1706748339&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=graphics+car%2Caps%2C288&sr=1-1-5190daf0-67e3-427c-bea6-c72c1df98776&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,55,4.6 out of 5 stars,$69.99
"Assassin X120 Refined SE CPU Air Cooler, 4 Heat Pipes, TL-C12C PWM Fan, Aluminium Heatsink Cover, AGHP Technology, for AMD AM4/AM5/Intel LGA 1150/1151/1155/1156/1200/1700 (AX120 R SE)",cpu+cooler,https://www.amazon.com/Thermalright-Refined-SE-Technology-AX120/dp/B09LHBFPJ6/ref=sr_1_6?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-6&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,431,4.7 out of 5 stars,$17.90
"CPU Cooler Liquid Cooling CPU Water Cooler LGA 360mm Aio CPU High Efficiency Water Cooler with 1800 RPM, Compatible with Intel LGA RGB AMD - Black",cpu+cooler,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4OTYzNjg0ODEzNjcwMzE6MTcwNjc0ODMzOTpzcF9tdGY6MzAwMTAxMDU3Nzk2MzAyOjowOjo&url=%2FCooler-Cooling-360mm-Efficiency-Compatible%2Fdp%2FB0CJ58PY69%2Fref%3Dsr_1_7_sspa%3Fcrid%3D3TXP1EHXO96V1%26keywords%3Dcpu%2Bcooler%26qid%3D1706748339%26sprefix%3Dgraphics%2Bcar%252Caps%252C288%26sr%3D8-7-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,55,4.6 out of 5 stars,$79.99
"240mm AIO CPU Liquid Cooler with Customizable LCD Display, High-Performance Pump, and 2 F120P Fans - By NZXT",cpu+cooler,https://www.amazon.com/NZXT-Kraken-240-%E2%80%8ERL-KN240-B1-High-Performance/dp/B0BY3HNXMS/ref=sr_1_8?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-8&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,10859,4.6 out of 5 stars,$121.13
Wraith Stealth Socket AM4 4-Pin Connector CPU Cooler with Aluminum Heatsink & 3.93-Inch Fan (Slim),cpu+cooler,https://www.amazon.com/Stealth-Connector-Aluminum-Heatsink-3-93-Inch/dp/B07MFMFL7R/ref=sr_1_9?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-9&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,819,4.6 out of 5 stars,$7.66
"FROSTFLOW X 240 CPU Water Cooler AIO Cooler 240mm CPU Liquid Cooler White LED 2x120mm PWM Fans, Intel 1700/1200/115X, AMD AM5/AM4",cpu+cooler,https://www.amazon.com/ID-COOLING-FROSTFLOW-Cooler-Liquid-2x120mm/dp/B0BLS3372N/ref=sr_1_10?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-10&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,875,4.6 out of 5 stars,$54.99
"Frozen Notte 240 WHITE ARGB Water Cooling CPU Cooler, 240 White CPU Cooler Specifications, Double PWM Fans, S-FDB V2 Bearings, Suitable for AMD/AM4 AM5, Intel LGA 1700/1150/1151/1200/2011",cpu+cooler,https://www.amazon.com/Thermalright-Cooling-Specifications-Bearings-Suitable/dp/B0BLJHWVS3/ref=sr_1_11?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-11&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,101,4.3 out of 5 stars,$50.90
"GAMMAXX AG400 ARGB CPU Air Cooler - 220W TDP, 6mm x 4 Copper Heat Pipes, 120mm 2000RPM Fan - For Intel LGA 1700 & AMD AM5/AM4",cpu+cooler,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4OTYzNjg0ODEzNjcwMzE6MTcwNjc0ODMzOTpzcF9tdGY6MzAwMTIzODc0NDgxNzAyOjowOjo&url=%2FDeepCool-AG400-BK-ARGB-All-Black%2Fdp%2FB0B6FD12B5%2Fref%3Dsr_1_12_sspa%3Fcrid%3D3TXP1EHXO96V1%26keywords%3Dcpu%2Bcooler%26qid%3D1706748339%26sprefix%3Dgraphics%2Bcar%252Caps%252C288%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,1076,4.7 out of 5 stars,$29.99
"Frozen Notte 240 Black ARGB Water Cooling CPU Cooler, 240 Black CPU Cooler Specifications, Double PWM Fans, S-FDB V2 Bearings, Suitable for AMD/AM4 AM5,Intel LGA 1700/1150/1151/1200/2011",cpu+cooler,https://www.amazon.com/Thermalright-Frozen-Notte-240-ARGB/dp/B0BLJGF79V/ref=sr_1_13?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-13&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,62,4.5 out of 5 stars,$48.90
"Peerless Assassin 120 Black CPU Air Cooler, 6 Heat Pipes,TL-C12B PWM Fan, Aluminium Heatsink Cover, AGHP Technology, for AMD AM4/AM5/Intel LGA 1700/1150/1151/1200/2066/2011 PA120 Black",cpu+cooler,https://www.amazon.com/Thermalright-Peerless-Assassin-Aluminium-Technology/dp/B09S3BGN6M/ref=sr_1_14?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-14&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,351,4.7 out of 5 stars,$38.90
"Frozen Notte 360 White ARGB Water Cooling CPU Cooler, 360 White CPU Cooler Specifications, 3×120mm PWM Fans, S-FDB V2 Bearings, Suitable for AMD/AM4, Intel LGA 1700/1150/1151/1200/2011",cpu+cooler,https://www.amazon.com/Thermalright-Cooling-Specifications-Bearings-Suitable/dp/B0BDF5514F/ref=sr_1_15?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-15&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,52,4.5 out of 5 stars,$65.90
"FROZN A410 Black CPU Air Cooler 4 Heat Pipes All-Black CPU Cooler with 120mm FDB Fan, Compatible with Intel LGA1700/1200/115X; AMD AM4/AM5",cpu+cooler,https://www.amazon.com/ID-COOLING-Cooler-All-Black-Compatible-LGA1700/dp/B0CFQ7P8PB/ref=sr_1_16?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-16&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,26,4.8 out of 5 stars,$29.99
DeepCool AK400 Zero Dark Digital Display Edition CPU Air Cooler PWM 120mm Fan 1850RPM 220W TDP Suitable for Intel LGA1700/1200/1151/1150/1155 AMD AM5/AM4¡­,cpu+cooler,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4OTYzNjg0ODEzNjcwMzE6MTcwNjc0ODMzOTpzcF9tdGY6MzAwMDA0MzEwNTk4MTAyOjowOjo&url=%2FDeepCool-Digital-Display-1850RPM-Suitable%2Fdp%2FB0C6M5BGD5%2Fref%3Dsr_1_17_sspa%3Fcrid%3D3TXP1EHXO96V1%26keywords%3Dcpu%2Bcooler%26qid%3D1706748339%26sprefix%3Dgraphics%2Bcar%252Caps%252C288%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,42,4.6 out of 5 stars,$49.99
AK620 Zero Dark CPU Air Cooler Mighty 260w TDP All-Black 6 Copper Heat Pipes Dual-Tower CPU Cooler with FK120 Fans Each 120mm PWM 1850RPM 68.99CFM for Intel LGA 1700/1200/1151 AMD AM5/AM4,cpu+cooler,https://www.amazon.com/AK620-Zero-Dark-ALL-Black-Dual-Tower/dp/B0B6FGMSNM/ref=sr_1_18?crid=3TXP1EHXO96V1&keywords=cpu+cooler&qid=1706748339&sprefix=graphics+car%2Caps%2C288&sr=8-18&linkCode=ll1&#tag=amazonaff0d66-20&linkId=aa5916b14d7bd406819cdd5bc4dd285a&language=en_US&ref_=as_li_ss_tl,3838,4.7 out of 5 stars,$69.99
